"last_name, first_name","player_id","year","player_age","pa","single","double","triple","home_run","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_intent_walk","b_sac_fly","woba"
"Farmer, Kyle",571657,2021,30,529,87,22,2,16,22,18.3,4.2,".263",".416",".316","0.732","0.153",".296","1","5",".316"
"Giménez, Andrés",665926,2020,21,132,23,3,2,3,7,21.2,5.3,".263",".398",".333","0.731","0.135",".318","0","1",".321"
"Naylor, Josh",647304,2021,24,250,39,13,0,7,14,18,5.6,".253",".399",".301","0.700","0.146",".287","1","0",".302"
"Goldschmidt, Paul",502671,2021,33,679,108,36,2,31,67,20,9.9,".294",".514",".365","0.879","0.220",".331","2","5",".373"
"Chapman, Matt",656305,2021,28,622,66,15,3,27,80,32.5,12.9,".210",".403",".314","0.717","0.193",".272","0","9",".311"
"Rios, Edwin",621458,2021,27,60,3,0,0,1,7,30,11.7,".078",".137",".217","0.354","0.059",".094","0","0",".182"
"Bote, David",623520,2020,27,145,14,3,1,7,17,27.6,11.7,".200",".408",".303","0.711","0.208",".228","0","1",".309"
"Vierling, Matt",663837,2021,24,77,17,3,1,2,4,26,5.2,".324",".479",".364","0.843","0.155",".420","1","1",".356"
"Espinal, Santiago",669289,2021,26,246,53,13,1,2,22,12.2,8.9,".311",".405",".376","0.781","0.094",".353","0","0",".344"
"Santana, Carlos",467793,2021,35,659,87,15,0,19,86,15.5,13.1,".214",".342",".319","0.661","0.128",".227","3","5",".294"
"Moustakas, Mike",519058,2020,31,163,15,9,0,8,18,22.1,11,".230",".468",".331","0.799","0.238",".247","1","2",".340"
"Choi, Ji Man",596847,2022,31,419,50,22,0,11,58,29.4,13.8,".233",".388",".341","0.729","0.155",".320","3","3",".322"
"Aquino, Aristides",606157,2021,27,204,16,6,1,10,27,36.8,13.2,".190",".408",".299","0.707","0.218",".253","2","2",".303"
"Dubón, Mauricio",643289,2021,26,187,28,9,0,5,9,21.9,4.8,".240",".377",".278","0.655","0.137",".282","2","2",".278"
"O'Hearn, Ryan",656811,2022,28,145,24,6,1,1,8,24.1,5.5,".239",".321",".290","0.611","0.082",".313","0","1",".272"
"Candelario, Jeimer",600869,2022,28,467,59,19,2,13,28,23.3,6,".217",".361",".272","0.633","0.144",".257","1","4",".277"
"Arraez, Luis",650333,2022,25,603,133,31,1,8,50,7.1,8.3,".316",".420",".375","0.795","0.104",".331","2","3",".350"
"Alvarez, Yordan",670541,2021,24,598,80,35,1,33,50,24.2,8.4,".277",".531",".346","0.877","0.254",".320","3","3",".369"
"Guillorme, Luis",641645,2021,26,156,31,3,0,1,23,14.7,14.7,".265",".311",".374","0.685","0.046",".315","2","0",".311"
"Walls, Taylor",670764,2022,25,466,42,18,2,8,52,25.8,11.2,".172",".285",".268","0.553","0.113",".221","0","2",".252"
"Caratini, Victor",605170,2022,28,314,33,12,0,9,31,21.3,9.9,".199",".342",".300","0.642","0.143",".228","1","1",".289"
"d'Arnaud, Travis",518595,2022,33,426,62,25,1,18,19,21.1,4.5,".268",".472",".319","0.791","0.204",".306","0","0",".343"
"Olson, Matt",621566,2021,27,673,79,35,0,39,88,16.8,13.1,".271",".540",".371","0.911","0.269",".269","12","11",".379"
"Adams, Matt",571431,2020,31,51,5,2,0,2,2,35.3,3.9,".184",".347",".216","0.563","0.163",".241","0","0",".240"
"Donaldson, Josh",518626,2020,34,102,10,2,0,6,18,23.5,17.6,".222",".469",".373","0.842","0.247",".231","1","1",".362"
"Suwinski, Jack",669261,2022,23,372,36,11,0,19,41,30.6,11,".202",".411",".298","0.709","0.209",".242","1","1",".311"
"Canha, Mark",592192,2022,33,542,86,24,0,13,48,17.9,8.9,".266",".403",".367","0.770","0.137",".309","1","4",".343"
"Slater, Austin",596103,2021,28,306,41,12,1,12,28,27.5,9.2,".241",".423",".320","0.743","0.182",".303","2","0",".321"
"Taylor, Chris",621035,2022,31,454,51,25,3,10,44,35.2,9.7,".221",".373",".304","0.677","0.152",".336","2","3",".298"
"Dubón, Mauricio",643289,2022,27,265,38,9,0,5,13,11.3,4.9,".214",".313",".252","0.565","0.099",".221","0","5",".248"
"Lewis, Kyle",641786,2021,25,147,23,4,0,5,16,25.2,10.9,".246",".392",".333","0.725","0.146",".307","0","0",".320"
"Starling, Bubba",605490,2020,27,64,8,1,0,1,4,42.2,6.3,".169",".237",".219","0.456","0.068",".281","0","1",".204"
"Vogt, Stephen",519390,2020,35,81,6,5,0,1,8,22.2,9.9,".167",".278",".247","0.525","0.111",".204","0","1",".235"
"García, Robel",596825,2021,28,117,12,3,0,1,8,35.9,6.8,".151",".208",".216","0.424","0.057",".234","0","1",".194"
"Braun, Ryan",460075,2020,36,141,14,7,1,8,7,19.1,5,".233",".488",".281","0.769","0.255",".232","0","1",".322"
"Mancini III, Trey",641820,2022,30,587,82,23,1,18,53,23,9,".239",".391",".319","0.710","0.152",".286","2","5",".312"
"Sheets, Gavin",657757,2022,26,410,57,19,0,15,27,21,6.6,".241",".411",".295","0.706","0.170",".272","0","3",".308"
"Locastro, Tim",641796,2021,28,156,19,4,0,2,7,21.2,4.5,".180",".252",".263","0.515","0.072",".219","0","1",".237"
"Dickerson, Corey",572816,2020,31,210,37,5,1,7,15,16.7,7.1,".258",".402",".311","0.713","0.144",".283","1","0",".308"
"Segura, Jean",516416,2020,30,217,37,5,2,7,23,20.7,10.6,".266",".422",".347","0.769","0.156",".314","2","0",".333"
"Gosselin, Phil",594838,2020,31,102,15,5,0,3,10,26.5,9.8,".250",".402",".324","0.726","0.152",".323","1","0",".313"
"Walsh, Jared",665120,2021,27,585,83,34,1,29,48,26,8.2,".277",".509",".340","0.849","0.232",".335","6","3",".357"
"Castellanos, Nick",592206,2020,28,242,22,11,2,14,19,28.5,7.9,".225",".486",".298","0.784","0.261",".257","1","1",".329"
"Fortes, Nick",663743,2022,25,240,34,6,1,9,18,18.8,7.5,".230",".392",".304","0.696","0.162",".252","0","0",".308"
"Jones, JaCoby",592444,2021,29,105,13,2,0,2,5,40,4.8,".170",".250",".210","0.460","0.080",".268","0","0",".204"
"Bart, Joey",663698,2022,25,291,39,6,0,11,26,38.5,8.9,".215",".364",".296","0.660","0.149",".326","0","0",".294"
"Bauers, Jake",641343,2021,25,315,48,7,0,4,30,24.8,9.5,".209",".277",".290","0.567","0.068",".275","1","0",".257"
"Hager, Jake",606993,2022,29,59,10,2,0,0,8,28.8,13.6,".240",".280",".345","0.625","0.040",".364","0","0",".291"
"Refsnyder, Rob",608701,2022,31,177,30,11,0,6,15,26,8.5,".307",".497",".384","0.881","0.190",".394","0","3",".381"
"Pollock, AJ",572041,2020,32,210,29,9,0,16,12,21.4,5.7,".276",".566",".314","0.880","0.290",".277","1","2",".364"
"Reyes, Franmil",614177,2020,24,241,39,10,0,9,24,28.6,10,".275",".450",".344","0.794","0.175",".355","0","5",".341"
"Romine, Austin",519222,2022,33,136,14,3,0,3,4,33.8,2.9,".155",".248",".187","0.435","0.093",".212","0","0",".193"
"Calhoun, Kole",594777,2022,34,424,49,14,1,12,27,32.1,6.4,".196",".330",".257","0.587","0.134",".263","0","3",".260"
"Difo, Wilmer",594694,2021,29,240,45,7,3,4,20,22.5,8.3,".269",".384",".329","0.713","0.115",".340","0","1",".312"
"Clement, Ernie",676391,2021,25,133,21,4,0,3,7,14.3,5.3,".231",".339",".285","0.624","0.108",".253","0","0",".275"
"Toro, Abraham",647351,2020,23,97,8,2,0,3,3,23.7,3.1,".149",".276",".237","0.513","0.127",".164","0","0",".234"
"Kelly, Carson",608348,2021,26,359,48,11,1,13,44,20.6,12.3,".240",".411",".343","0.754","0.171",".270","1","5",".328"
"Buxton, Byron",621439,2021,27,254,30,23,0,19,13,24.4,5.1,".306",".647",".358","1.005","0.341",".344","0","0",".419"
"Santander, Anthony",623993,2020,25,165,15,13,1,11,10,15.2,6.1,".261",".575",".315","0.890","0.314",".248","3","0",".364"
"Hernández, Enrique",571771,2022,30,402,50,24,0,6,34,17.7,8.5,".222",".338",".291","0.629","0.116",".257","0","4",".280"
"Pujols, Albert",405395,2021,41,296,45,3,0,17,14,15.2,4.7,".236",".433",".284","0.717","0.197",".223","3","2",".302"
"Zavala, Seby",664874,2022,28,205,32,14,0,2,19,31.2,9.3,".270",".382",".347","0.729","0.112",".404","0","2",".323"
"Arozarena, Randy",668227,2020,25,76,9,2,0,7,6,28.9,7.9,".281",".641",".382","1.023","0.360",".306","0","1",".422"
"Ruf, Darin",573131,2021,34,312,40,13,2,16,46,27.9,14.7,".271",".519",".385","0.904","0.248",".344","2","1",".384"
"Gorman, Nolan",669357,2022,22,313,37,13,0,14,28,32.9,8.9,".226",".420",".300","0.720","0.194",".301","0","0",".316"
"Vázquez, Christian",543877,2022,31,426,77,23,0,9,22,16.2,5.2,".274",".399",".315","0.714","0.125",".310","0","3",".312"
"Núñez, Renato",600524,2021,27,55,3,3,0,4,1,29.1,1.8,".189",".472",".218","0.690","0.283",".182","0","0",".287"
"Eaton, Nate",681987,2022,25,122,20,4,3,1,10,24.6,8.2,".264",".387",".331","0.718","0.123",".346","0","3",".313"
"Jansen, Danny",643376,2020,25,147,13,3,0,6,21,21.1,14.3,".183",".358",".313","0.671","0.175",".190","0","1",".300"
"Carroll, Corbin",682998,2022,21,115,12,9,2,4,8,27,7,".260",".500",".330","0.830","0.240",".333","0","0",".358"
"McCutchen, Andrew",457705,2021,34,574,55,24,1,27,81,23,14.1,".222",".444",".334","0.778","0.222",".242","2","7",".335"
"Hosmer, Eric",543333,2021,31,565,97,28,0,12,48,17.5,8.5,".269",".395",".337","0.732","0.126",".313","2","2",".319"
"Camargo, Johan",622666,2022,28,166,30,3,0,3,13,22.3,7.8,".237",".316",".297","0.613","0.079",".295","0","0",".276"
"Torrens, Luis",620443,2020,24,78,12,5,0,1,7,19.2,9,".257",".371",".325","0.696","0.114",".315","0","0",".307"
"Polanco, Jorge",593871,2022,28,445,56,16,0,16,64,21.3,14.4,".235",".405",".346","0.751","0.170",".269","1","4",".333"
"Swanson, Dansby",621020,2021,27,653,84,33,2,27,52,25.6,8,".248",".449",".311","0.760","0.201",".297","4","7",".322"
"Mondesi, Adalberto",609275,2021,25,136,14,8,1,6,6,31.6,4.4,".230",".452",".271","0.723","0.222",".299","0","0",".306"
"Marcano, Tucupita",672779,2022,22,177,23,6,2,2,10,24.9,5.6,".206",".306",".256","0.562","0.100",".270","0","1",".249"
"Vargas, Miguel",678246,2022,22,50,6,1,0,1,2,26,4,".170",".255",".200","0.455","0.085",".206","0","1",".200"
"Garcia, Aramis",605244,2021,28,94,14,1,0,3,1,29.8,1.1,".205",".318",".239","0.557","0.113",".263","0","0",".244"
"Vosler, Jason",613564,2021,27,82,6,4,0,3,7,25.6,8.5,".178",".356",".256","0.612","0.178",".200","1","1",".261"
"Voit III, Luke",572228,2020,29,234,32,5,0,22,17,23.1,7.3,".277",".610",".338","0.948","0.333",".268","0","1",".393"
"Piña, Manny",444489,2021,34,208,15,6,0,13,22,18.3,10.6,".189",".439",".293","0.732","0.250",".162","0","1",".315"
"Zunino, Mike",572287,2020,29,84,3,4,0,4,6,44,7.1,".147",".360",".238","0.598","0.213",".206","0","0",".261"
"Grandal, Yasmani",518735,2022,33,376,54,7,0,5,45,21,12,".202",".269",".301","0.570","0.067",".249","1","2",".263"
"Chirinos, Robinson",455139,2021,37,112,11,5,1,5,9,32.1,8,".227",".454",".324","0.778","0.227",".304","0","0",".336"
"Peraza, Oswald",672724,2022,22,57,11,3,0,1,6,15.8,10.5,".306",".429",".404","0.833","0.123",".359","0","0",".371"
"VanMeter, Josh",642165,2020,25,79,4,3,0,2,7,30.4,8.9,".129",".257",".228","0.485","0.128",".159","0","0",".222"
"García, Avisaíl",541645,2022,31,380,63,9,0,8,17,28.7,4.5,".224",".317",".266","0.583","0.093",".298","0","2",".258"
"Stallings, Jacob",607732,2020,30,143,21,7,0,3,15,28,10.5,".248",".376",".326","0.702","0.128",".337","0","1",".309"
"Mejía, Francisco",642336,2021,25,277,41,15,3,6,17,17.7,6.1,".260",".416",".322","0.738","0.156",".299","0","2",".320"
"Hoskins, Rhys",656555,2020,27,185,18,9,0,10,29,23.2,15.7,".245",".503",".384","0.887","0.258",".276","0","0",".382"
"Tatis Jr., Fernando",665487,2021,22,546,62,31,0,42,62,28,11.4,".282",".611",".364","0.975","0.329",".324","6","4",".403"
"McKenna, Ryan",663630,2021,24,197,22,6,1,2,24,37.6,12.2,".183",".266",".292","0.558","0.083",".312","0","0",".259"
"Garcia, Leury",544725,2022,31,315,52,8,0,3,7,20.6,2.2,".210",".267",".233","0.500","0.057",".255","0","3",".221"
"Benintendi, Andrew",643217,2021,26,538,90,27,2,17,36,18,6.7,".276",".442",".324","0.766","0.166",".309","0","6",".328"
"Baddoo, Akil",668731,2021,22,461,67,20,7,13,45,26.5,9.8,".259",".436",".330","0.766","0.177",".335","1","3",".329"
"Dickerson, Alex",543105,2021,31,312,41,10,2,13,23,24.4,7.4,".233",".420",".304","0.724","0.187",".273","1","0",".313"
"Vargas, Ildemaro",545121,2022,30,222,37,13,1,4,8,10.4,3.6,".263",".392",".299","0.691","0.129",".279","0","1",".302"
"Villar, Jonathan",542340,2020,29,207,36,5,0,2,19,26.1,9.2,".232",".292",".301","0.593","0.060",".313","1","2",".266"
"Riddle, JT",595375,2020,28,69,7,2,0,1,2,18.8,2.9,".149",".224",".174","0.398","0.075",".170","0","0",".174"
"Rosario, Amed",642708,2022,26,670,134,26,9,11,25,16.6,3.7,".283",".403",".312","0.715","0.120",".326","0","4",".311"
"Bote, David",623520,2022,29,127,18,8,0,4,6,35.4,4.7,".259",".431",".315","0.746","0.172",".382","0","1",".325"
"Seager, Corey",608369,2022,28,663,87,24,1,33,58,15.5,8.7,".245",".455",".317","0.772","0.210",".242","7","5",".331"
"Upton, Justin",457708,2021,33,362,38,12,0,17,39,29.6,10.8,".211",".409",".296","0.705","0.198",".254","0","3",".305"
"Wisdom, Patrick",621550,2022,30,534,44,28,0,25,53,34.3,9.9,".207",".426",".298","0.724","0.219",".274","1","2",".316"
"Paredes, Isaac",670623,2022,23,381,32,16,0,20,44,17.6,11.5,".205",".435",".304","0.739","0.230",".195","0","2",".323"
"Mercer, Jordy",474568,2021,34,127,21,7,0,2,9,26.8,7.1,".254",".364",".307","0.671","0.110",".341","0","0",".294"
"Matijevic, J.J.",656695,2022,26,71,10,2,0,2,2,35.2,2.8,".209",".328",".254","0.582","0.119",".300","0","0",".258"
"Walsh, Jared",665120,2022,28,454,56,18,2,15,27,30.4,5.9,".215",".374",".269","0.643","0.159",".281","4","0",".278"
"Hernández, César",514917,2021,31,637,88,21,2,21,59,21.2,9.3,".232",".386",".308","0.694","0.154",".266","2","3",".302"
"Peterson, Jace",607054,2021,31,302,46,11,1,6,38,22.5,12.6,".247",".367",".348","0.715","0.120",".310","0","2",".318"
"Benson, Will",666181,2022,24,61,9,1,0,0,3,31.1,4.9,".182",".200",".250","0.450","0.018",".278","0","0",".212"
"Bogaerts, Xander",593428,2022,29,631,118,38,0,15,57,18.7,9,".307",".456",".377","0.833","0.149",".362","2","7",".363"
"Higashioka, Kyle",543309,2021,31,211,15,10,0,10,17,28,8.1,".181",".389",".246","0.635","0.208",".200","0","1",".272"
"Parra, Gerardo",467827,2021,34,107,16,5,0,2,6,28,5.6,".237",".351",".292","0.643","0.114",".318","0","1",".282"
"Aquino, Aristides",606157,2022,28,276,28,13,0,10,17,36.6,6.2,".197",".363",".246","0.609","0.166",".277","0","0",".267"
"Nottingham, Jacob",641924,2020,25,54,4,1,0,4,5,37,9.3,".188",".458",".278","0.736","0.270",".208","0","0",".313"
"Rizzo, Anthony",519203,2022,32,548,50,21,1,32,58,18.4,10.6,".224",".480",".338","0.818","0.256",".216","6","2",".352"
"Hayes, Ke'Bryan",663647,2022,25,560,89,24,3,7,48,21.8,8.6,".244",".345",".314","0.659","0.101",".307","0","2",".294"
"Rizzo, Anthony",519203,2021,31,576,75,23,3,22,52,15.1,9,".248",".440",".344","0.784","0.192",".258","2","5",".339"
"Farmer, Kyle",571657,2022,31,583,94,25,1,14,33,17,5.7,".255",".386",".315","0.701","0.131",".286","0","6",".309"
"Joe, Connor",656582,2022,29,467,65,20,4,7,55,20.8,11.8,".238",".359",".338","0.697","0.121",".296","0","1",".314"
"Thomas, Lane",657041,2021,25,264,29,15,2,7,37,23.9,14,".235",".412",".341","0.753","0.177",".293","1","1",".328"
"Lewis, Kyle",641786,2022,26,62,5,0,0,3,5,30.6,8.1,".143",".304",".226","0.530","0.161",".147","0","0",".239"
"Wong, Kolten",543939,2020,29,208,41,4,2,1,20,14.4,9.6,".265",".326",".350","0.676","0.061",".311","1","1",".305"
"Vázquez, Christian",543877,2021,30,498,88,23,1,6,33,16.9,6.6,".258",".352",".308","0.660","0.094",".301","0","4",".289"
"Machín, Vimael",605353,2022,28,253,36,12,0,1,25,18.6,9.9,".220",".287",".300","0.587","0.067",".270","0","3",".268"
"Conforto, Michael",624424,2021,28,479,60,20,0,14,59,21.7,12.3,".232",".384",".344","0.728","0.152",".276","3","2",".322"
"Severino, Pedro",600474,2020,26,178,29,5,1,5,16,22.5,9,".250",".388",".322","0.710","0.138",".304","0","0",".312"
"Davis, Chris",448801,2020,34,55,3,3,0,0,3,30.9,5.5,".115",".173",".164","0.337","0.058",".171","0","0",".154"
"Herrera, Odúbel",546318,2022,30,197,29,9,1,5,11,21.3,5.6,".238",".378",".279","0.657","0.140",".281","0","1",".287"
"Herrera, Odúbel",546318,2021,29,492,75,27,2,13,29,15.7,5.9,".260",".416",".310","0.726","0.156",".285","0","5",".312"
"Martinez, J.D.",502110,2020,32,237,22,16,0,7,22,24.9,9.3,".213",".389",".291","0.680","0.176",".259","3","2",".290"
"Vaughn, Andrew",683734,2021,23,469,61,22,0,15,41,21.5,8.7,".235",".396",".309","0.705","0.161",".271","0","5",".306"
"Maldonado, Martín",455117,2020,33,165,19,4,0,6,27,30.9,16.4,".215",".378",".350","0.728","0.163",".295","0","0",".326"
"Abreu, José",547989,2022,35,679,128,40,0,15,62,16.2,9.1,".304",".446",".378","0.824","0.142",".350","2","4",".361"
"Altuve, Jose",514888,2021,31,678,103,32,1,31,66,13.4,9.7,".278",".489",".350","0.839","0.211",".280","3","6",".357"
"Voit III, Luke",572228,2021,30,241,32,7,1,11,21,30.7,8.7,".239",".437",".328","0.765","0.198",".313","0","0",".332"
"Grichuk, Randal",545341,2020,28,231,38,9,0,12,13,21.2,5.6,".273",".481",".312","0.793","0.208",".299","1","2",".334"
"Gallo, Joey",608336,2022,28,410,27,8,2,19,56,39.8,13.7,".160",".357",".280","0.637","0.197",".219","0","1",".286"
"Perez, Salvador",521692,2022,32,473,66,23,1,23,18,23,3.8,".254",".465",".292","0.757","0.211",".285","2","3",".324"
"Arenado, Nolan",571448,2021,30,653,80,34,3,34,50,14.7,7.7,".255",".494",".312","0.806","0.239",".249","8","7",".336"
"Escobar, Eduardo",500871,2020,31,222,29,7,3,4,15,18.5,6.8,".212",".335",".270","0.605","0.123",".244","4","2",".257"
"Harrison, Josh",543281,2020,32,91,17,2,0,3,6,13.2,6.6,".278",".418",".352","0.770","0.140",".288","0","2",".335"
"Mazara, Nomar",608577,2020,25,149,24,6,0,1,10,29.5,6.7,".228",".294",".295","0.589","0.066",".330","0","0",".267"
"Dozier, Hunter",641531,2020,28,186,24,4,2,6,27,25.8,14.5,".228",".392",".344","0.736","0.164",".288","0","0",".326"
"Turner, Trea",607208,2020,27,259,47,15,4,12,22,13.9,8.5,".335",".588",".394","0.982","0.253",".353","0","2",".413"
"Stallings, Jacob",607732,2022,32,384,61,12,0,4,29,21.6,7.6,".223",".292",".292","0.584","0.069",".280","0","2",".265"
"Herrera, Jose",645444,2022,25,124,19,2,0,0,9,27.4,7.3,".189",".207",".250","0.457","0.018",".273","0","0",".213"
"Greiner, Grayson",606988,2021,28,82,12,4,0,1,9,37.8,11,".236",".333",".321","0.654","0.097",".400","0","0",".293"
"Knapp, Andrew",595284,2021,29,159,17,3,0,2,10,38.4,6.3,".152",".214",".215","0.429","0.062",".241","0","1",".196"
"O'Hearn, Ryan",656811,2020,26,132,14,6,0,2,18,28,13.6,".195",".301",".303","0.604","0.106",".267","2","1",".269"
"Acuña Jr., Ronald",660670,2020,22,202,15,11,0,14,38,29.7,18.8,".250",".581",".406","0.987","0.331",".302","2","0",".413"
"Belt, Brandon",474832,2021,33,381,44,14,2,29,48,27,12.6,".274",".597",".378","0.975","0.323",".309","3","1",".406"
"Freeman, Mike",502273,2021,33,65,11,0,0,0,5,30.8,7.7,".186",".186",".262","0.448","0.000",".282","1","0",".206"
"Merrifield, Whit",593160,2020,31,265,49,12,0,9,12,12.5,4.5,".282",".440",".325","0.765","0.158",".295","0","1",".329"
"Narváez, Omar",553882,2022,30,296,37,12,1,4,29,19.3,9.8,".206",".305",".292","0.597","0.099",".248","1","1",".269"
"Urías, Luis",649966,2020,23,120,21,4,1,0,10,26.7,8.3,".239",".294",".308","0.602","0.055",".338","0","0",".273"
"Cordero, Franchy",614173,2022,27,275,27,17,1,8,28,33.5,10.2,".219",".397",".300","0.697","0.178",".313","1","2",".304"
"Odor, Rougned",596059,2022,28,472,53,19,3,13,32,23.1,6.8,".207",".357",".275","0.632","0.150",".244","1","4",".278"
"Díaz, Lewin",650331,2021,24,128,12,4,1,8,6,25.8,4.7,".205",".451",".242","0.693","0.246",".210","1","0",".288"
"Smith, Pavin",656976,2022,26,277,36,9,0,9,28,24.2,10.1,".220",".367",".300","0.667","0.147",".262","1","3",".294"
"Collins, Zack",641470,2022,27,108,7,4,0,4,9,38,8.3,".155",".320",".231","0.551","0.165",".208","0","1",".245"
"Stubbs, Garrett",596117,2022,29,121,18,4,1,5,14,24.8,11.6,".264",".462",".350","0.812","0.198",".324","0","0",".355"
"Greiner, Grayson",606988,2020,27,55,1,2,0,3,3,36.4,5.5,".118",".333",".182","0.515","0.215",".107","0","0",".220"
"Joyce, Matt",459964,2020,35,148,26,4,0,2,20,27.7,13.5,".252",".331",".351","0.682","0.079",".353","0","1",".310"
"Castro, Starlin",516770,2021,31,346,66,20,0,3,26,17.9,7.5,".283",".375",".333","0.708","0.092",".339","1","4",".309"
"Guzmán, Ronald",608597,2020,25,86,13,1,1,4,7,27.9,8.1,".244",".436",".314","0.750","0.192",".300","0","0",".323"
"Kreidler, Ryan",668952,2022,24,84,11,1,0,1,6,26.2,7.1,".178",".233",".244","0.477","0.055",".231","0","2",".218"
"Raley, Luke",670042,2022,27,72,9,2,0,1,7,33.3,9.7,".197",".279",".306","0.585","0.082",".297","0","1",".271"
"Sisco, Chance",642082,2020,25,121,13,4,0,4,17,33.9,14,".214",".378",".364","0.742","0.164",".321","0","0",".335"
"Peraza, José",606299,2020,26,120,15,8,1,1,5,15,4.2,".225",".342",".275","0.617","0.117",".258","0","1",".270"
"Semien, Marcus",543760,2022,31,724,101,31,5,26,53,16.6,7.3,".248",".429",".304","0.733","0.181",".263","0","10",".317"
"Maton, Nick",665155,2022,25,85,10,2,1,5,10,34.1,11.8,".250",".514",".341","0.855","0.264",".325","0","2",".364"
"Hernández, Yonny",660634,2021,23,166,26,5,0,0,17,19.3,10.2,".217",".252",".315","0.567","0.035",".277","0","1",".265"
"Moreland, Mitch",519048,2020,34,152,17,9,0,10,15,21.1,9.9,".265",".551",".342","0.893","0.286",".277","2","0",".372"
"Cabrera, Asdrúbal",452678,2020,34,213,26,9,3,8,19,18.8,8.9,".242",".447",".305","0.752","0.205",".260","0","4",".319"
"Mathis, Jeff",425772,2020,37,68,5,1,1,3,5,35.3,7.4,".161",".355",".221","0.576","0.194",".194","0","1",".245"
"Vogelbach, Daniel",596129,2021,28,258,30,8,0,9,43,22.1,16.7,".219",".381",".349","0.730","0.162",".255","1","0",".325"
"Duran, Jarren",680776,2021,24,112,16,3,2,2,4,35.7,3.6,".215",".336",".241","0.577","0.121",".318","0","1",".247"
"Arroyo, Christian",624414,2020,25,54,8,1,0,3,4,20.4,7.4,".240",".440",".296","0.736","0.200",".250","0","0",".315"
"Vaughn, Andrew",683734,2022,24,555,92,28,1,17,31,17.3,5.6,".271",".429",".321","0.750","0.158",".301","0","5",".327"
"Engel, Adam",641553,2021,29,140,15,9,0,7,11,22.1,7.9,".252",".496",".336","0.832","0.244",".279","0","1",".354"
"Pence, Hunter",452254,2020,37,56,2,0,1,2,3,26.8,5.4,".096",".250",".161","0.411","0.154",".086","0","0",".180"
"Haggerty, Sam",664059,2020,26,54,8,4,0,1,4,29.6,7.4,".260",".400",".315","0.715","0.140",".364","0","0",".311"
"Mahle, Tyler",641816,2021,26,66,3,0,0,0,4,28.8,6.1,".055",".055",".119","0.174","0.000",".083","0","0",".092"
"Nola, Aaron",605400,2021,28,63,5,2,0,0,6,46,9.5,".143",".184",".232","0.416","0.041",".333","0","1",".197"
"Naquin, Tyler",571980,2020,29,141,16,8,1,4,5,28.4,3.5,".218",".383",".248","0.631","0.165",".275","0","2",".268"
"Gallo, Joey",608336,2020,26,226,17,8,0,10,29,35,12.8,".181",".378",".301","0.679","0.197",".240","2","0",".297"
"Brantley Jr., Michael",488726,2020,33,187,31,15,0,5,17,15,9.1,".300",".476",".364","0.840","0.176",".336","0","0",".362"
"Sanó, Miguel",593934,2022,29,71,4,0,0,1,9,35.2,12.7,".083",".133",".211","0.344","0.050",".114","0","1",".176"
"Winker, Jesse",608385,2020,26,183,19,7,0,12,28,25.1,15.3,".255",".544",".388","0.932","0.289",".283","0","1",".396"
"Smith Jr., Dwight",596105,2020,27,72,9,3,0,2,7,26.4,9.7,".222",".365",".306","0.671","0.143",".279","1","1",".289"
"Moran, Colin",592567,2020,27,200,24,10,0,10,19,26,9.5,".247",".472",".325","0.797","0.225",".291","0","1",".340"
"León, Sandy",506702,2021,32,220,28,5,0,4,12,29.5,5.5,".183",".267",".237","0.504","0.084",".244","0","2",".225"
"Montero, Elehuris",660707,2022,23,185,19,15,1,6,8,32.4,4.3,".233",".432",".270","0.702","0.199",".318","0","0",".303"
"Dozier, Hunter",641531,2022,30,500,67,26,4,12,34,25,6.8,".236",".387",".292","0.679","0.151",".298","0","1",".298"
"Jiménez, Eloy",650391,2020,23,226,35,14,0,14,12,24.8,5.3,".296",".559",".332","0.891","0.263",".340","0","1",".373"
"Muncy, Max",571970,2020,29,248,23,4,0,12,39,24.2,15.7,".192",".389",".331","0.720","0.197",".203","2","2",".316"
"Davis, J.D.",605204,2020,27,229,32,9,0,6,31,24.5,13.5,".247",".389",".371","0.760","0.142",".318","1","1",".339"
"Jones, Taylor",622100,2021,27,108,14,8,1,2,4,26.9,3.7,".245",".402",".269","0.671","0.157",".315","0","2",".283"
"Woodruff, Brandon",605540,2021,28,58,6,0,0,0,3,48.3,5.2,".115",".115",".164","0.279","0.000",".250","0","0",".134"
"Grandal, Yasmani",518735,2020,31,194,22,7,0,8,30,29.9,15.5,".230",".422",".351","0.773","0.192",".299","0","2",".338"
"Drury, Brandon",592273,2022,29,568,75,31,2,28,38,22.2,6.7,".263",".492",".320","0.812","0.229",".293","0","4",".350"
"Torres, Gleyber",650402,2021,24,516,88,22,0,9,50,20.2,9.7,".259",".366",".331","0.697","0.107",".314","1","4",".307"
"Kieboom, Carter",666198,2020,22,122,19,1,0,0,17,27,13.9,".202",".212",".344","0.556","0.010",".299","0","1",".275"
"Mancini III, Trey",641820,2021,29,616,87,33,1,21,51,23.2,8.3,".255",".432",".326","0.758","0.177",".308","4","1",".326"
"Reynolds, Matt",608703,2022,31,272,46,10,1,3,26,28.7,9.6,".246",".332",".320","0.652","0.086",".348","0","1",".293"
"Collins, Zack",641470,2021,26,231,24,13,0,4,34,29.9,14.7,".210",".338",".330","0.668","0.128",".303","1","0",".300"
