Season,Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
2018,"Oscar Gonzalez","CLE","A",20,480,0.025,0.222916666,0.112149532,0.292207792,0.310416666,0.435064935,0.745481601,0.142857143,3.0627396837845926,0.352601156,-1.5463182153180242,60.36906098052822,5.0638172499831695,0.3375008054077625,109.0435165622085,"20970"
2018,"Leo Rivas","LAA","A",20,547,0.153564899,0.252285191,0.608695652,0.233480176,0.35543278,0.325991189,0.681423969,0.092511013,6.143144007437689,0.324840764,-1.0249655107036233,64.61009777179704,1.585163770530091,0.32745590965172644,100.14424780178632,"21009"
2018,"Sean Bouchard","COL","A",22,515,0.07961165,0.248543689,0.3203125,0.257019438,0.324271844,0.429805615,0.754077459,0.172786177,6.288064180602937,0.323076923,0.7884032381698489,69.898867491097,9.39124453386738,0.3377673683814632,103.14944625688662,"21270"
2019,"Brandon Lockridge","NYY","A",22,556,0.080935251,0.251798561,0.321428571,0.251004016,0.319494584,0.409638554,0.729133138,0.158634538,6.561222125712145,0.322857142,1.093105440842919,71.88206132780684,7.717494006267916,0.33345387889506806,116.78332639518362,"21496"
2019,"Coco Montes","COL","A",22,549,0.052823315,0.222222222,0.237704918,0.258,0.304587155,0.406,0.710587155,0.148,3.8636952368837516,0.310991957,-3.309071585012134,66.79559265996623,3.43885262484955,0.3233287404436584,93.04519696023014,"21547"
2019,"Romy Gonzalez","CHW","A",22,405,0.09382716,0.266666666,0.351851851,0.244318181,0.329177057,0.363636363,0.69281342,0.119318182,5.845848573818769,0.337448559,0.9201922382926568,49.25582662653671,2.5172479121063756,0.3232643711299373,102.05529091765419,"21562"
2019,"Ford Proctor","TBR","A",22,536,0.128731343,0.167910447,0.766666666,0.290393013,0.38317757,0.401746724,0.784924294,0.111353711,4.277624119388932,0.346049046,-1.2701325269881636,81.14547757036335,19.30408767587788,0.36960762571438616,132.51965101150847,"21634"
2018,"Nick Maton","PHI","A",21,466,0.092274678,0.221030042,0.417475728,0.256157635,0.329718004,0.403940886,0.73365889,0.147783251,5.05304801605332,0.317880794,-0.1679487368091941,59.82475598734603,5.074169000804281,0.3283009121360862,117.2437516701418,"21635"
2018,"Miguel Amaya","CHC","A",19,479,0.104384133,0.189979123,0.549450549,0.256038647,0.348643006,0.403381642,0.752024648,0.147342995,3.0991161302865047,0.298412698,0.061534648295491934,63.14192053266523,7.951896059892156,0.3454449059842508,115.26381816168485,"21693"
2018,"Oswaldo Cabrera","NYY","A",19,526,0.053231939,0.125475285,0.424242424,0.228865979,0.272552783,0.319587628,0.592140411,0.090721649,3.0877711087878392,0.251196172,-2.8145898869261146,43.37677408702482,-18.423244700359213,0.26913893371534436,74.93011826893381,"21707"
2018,"Oneil Cruz","PIT","A",19,443,0.076749435,0.225733634,0.34,0.286069651,0.343115124,0.487562189,0.830677313,0.201492538,6.811428420307563,0.34589041,0.21301231533288956,69.64249918783007,17.594194391611204,0.3654459706780051,132.92482743361836,"21711"
2019,"Jose Fermin","CLE","A",20,456,0.092105263,0.087719298,1.05,0.292620865,0.37416481,0.37913486,0.75329967,0.086513995,6.414484538787563,0.311428571,1.7531487077940255,64.78760371913992,12.17627201786123,0.35709051331150987,123.04343830898246,"21746"
